3.0;Alanine;DR;DR_WT_1;6.2476
3.0;Arginine;DS;DS_WT_1;2.2745
3.0;Arginine;NR;NR_WT_6;-2.0058
3.0;Asparagine;DR;DR_WT_4;5.6753
3.0;Aspartic_acid;NR;NR_WT_6;0.7833
3.0;Beta-alanine;DR;DR_WT_1;-1.5837
3.0;Beta-alanine;DS;DS_WT_1;-3.2077
3.0;Beta-alanine;NR;NR_WT_3;-4.3206
3.0;Beta-alanine;NS;NS_WT_3;-5.9378
3.0;Erythritol;DR;DR_WT_1;-8.1286
3.0;Erythritol;NR;NR_WT_2;-9.4764
3.0;Fructose;DR;DR_WT_1;-2.6203
3.0;Fumaric_acid;DR;DR_WT_6;-2.2219
3.0;Glutamic_acid;NR;NR_WT_6;3.8478
3.0;Glycerol;DS;DS_WT_5;1.0853
3.0;Glycerol;NS;NS_WT_3;-1.0489;NS_WT_4;-1.459
3.0;Glycine;NR;NR_WT_2;2.7365
3.0;Histidine;DR;DR_WT_4;-0.0482
3.0;Leucine;DR;DR_WT_1;1.9209
3.0;Malic_acid;DR;DR_WT_1;1.4071;DR_WT_3;1.5536
3.0;Maltose;DR;DR_WT_1;-2.3632
3.0;Methionine;NS;NS_WT_5;-0.3491
3.0;myo-Insitol;DR;DR_WT_1;1.3642
3.0;myo-Insitol;DS;DS_WT_1;-1.1073
3.0;Ornithine;DS;DS_WT_3;2.444
3.0;Phosphoric_acid;DS;DS_WT_3;2.1983
3.0;Phosphoric_acid;NS;NS_WT_1;4.3952
3.0;Proline;DR;DR_WT_1;1.4796
3.0;Proline;DS;DS_WT_1;0.7042
3.0;Putrescine;NS;NS_WT_2;1.169;NS_WT_5;2.0575
3.0;Pyruvic_acid;DS;DS_WT_5;-2.9004
3.0;Succinic_acid;NR;NR_WT_2;-4.4142
3.0;Sucrose;DR;DR_WT_1;1.1439
3.0;Sucrose;DS;DS_WT_6;-2.0155
3.0;Trehalose;NR;NR_WT_5;-10.9705
3.0;Trehalose;NS;NS_WT_4;-11.919
3.0;Tryptophan;DR;DR_WT_1;1.0751
3.0;Tyrosine;DR;DR_WT_1;1.4024
3.0;Tyrosine;NR;NR_WT_2;1.3818
3.0;Valine;DR;DR_WT_1;4.6981
3.0;Octadecanoic_acid;NS;NS_WT_3;-1.6105
3.0;Docosanoic_acid;DR;DR_WT_1;-3.9091
3.0;Docosanoic_acid;DS;DS_WT_4;-7.2467
3.0;Octanoic_acid;DR;DR_WT_1;-5.8877
3.5;Alanine;DR;DR_WT_1;6.2476
3.5;Arginine;DS;DS_WT_1;2.2745
3.5;Arginine;NR;NR_WT_6;-2.0058
3.5;Aspartic_acid;NR;NR_WT_6;0.7833
3.5;Beta-alanine;DR;DR_WT_1;-1.5837
3.5;Beta-alanine;DS;DS_WT_1;-3.2077
3.5;Beta-alanine;NR;NR_WT_3;-4.3206
3.5;Beta-alanine;NS;NS_WT_3;-5.9378
3.5;Erythritol;DR;DR_WT_1;-8.1286
3.5;Erythritol;NR;NR_WT_2;-9.4764
3.5;Fructose;DR;DR_WT_1;-2.6203
3.5;Fumaric_acid;DR;DR_WT_6;-2.2219
3.5;Glycerol;NS;NS_WT_3;-1.0489
3.5;Histidine;DR;DR_WT_4;-0.0482
3.5;Malic_acid;DR;DR_WT_1;1.4071;DR_WT_3;1.5536
3.5;Maltose;DR;DR_WT_1;-2.3632
3.5;Phosphoric_acid;DS;DS_WT_3;2.1983
3.5;Phosphoric_acid;NS;NS_WT_1;4.3952
3.5;Proline;DR;DR_WT_1;1.4796
3.5;Proline;DS;DS_WT_1;0.7042
3.5;Putrescine;NS;NS_WT_2;1.169;NS_WT_5;2.0575
3.5;Pyruvic_acid;DS;DS_WT_5;-2.9004
3.5;Succinic_acid;NR;NR_WT_2;-4.4142
3.5;Sucrose;DR;DR_WT_1;1.1439
3.5;Sucrose;DS;DS_WT_6;-2.0155
