3.0;Alanine;DR;DR_PGM_1;-8.6882
3.0;Alanine;NR;NR_PGM_3;4.4398
3.0;Arginine;DR;DR_PGM_1;-7.2108
3.0;Arginine;DS;DS_PGM_6;0.9334
3.0;Arginine;NS;NS_PGM_3;0.7842
3.0;Asparagine;DR;DR_PGM_1;1.183
3.0;Asparagine;NS;NS_PGM_4;5.3162
3.0;Aspartic_acid;DR;DR_PGM_1;-1.0081
3.0;Aspartic_acid;NR;NR_PGM_3;1.9033;NR_PGM_4;1.4045
3.0;Aspartic_acid;NS;NS_PGM_3;-0.1228;NS_PGM_4;0.9678
3.0;Beta-alanine;DR;DR_PGM_1;-6.9762
3.0;Beta-alanine;DS;DS_PGM_1;-4.4838
3.0;Beta-alanine;NR;NR_PGM_3;-3.316
3.0;Fructose;DR;DR_PGM_1;-2.2593;DR_PGM_6;-4.386
3.0;Glucose;NS;NS_PGM_3;-0.0762
3.0;Glutamic_acid;DR;DR_PGM_1;-1.5285
3.0;Glutamic_acid;NS;NS_PGM_3;1.5169;NS_PGM_4;2.4511
3.0;Glycerol;NS;NS_PGM_3;-0.0998
3.0;Glycerol-3-phosphate;DR;DR_PGM_1;-4.1224
3.0;Glycine;DR;DR_PGM_1;-0.9811
3.0;Glycine;NR;NR_PGM_3;2.1557
3.0;Histidine;DR;DR_PGM_1;-10.8784
3.0;Histidine;NS;NS_PGM_4;-0.9844
3.0;Isolucine;DR;DR_PGM_1;-3.1113
3.0;Isolucine;NR;NR_PGM_5;1.6547
3.0;Leucine;DR;DR_PGM_1;-8.53
3.0;Leucine;DS;DS_PGM_6;-0.5542
3.0;Leucine;NS;NS_PGM_3;-1.2864
3.0;Lysine;DR;DR_PGM_1;-3.4993
3.0;Methionine;DR;DR_PGM_1;-3.4906
3.0;myo-Insitol;DR;DR_PGM_1;0.7831;DR_PGM_2;0.7767
3.0;Ornithine;DR;DR_PGM_1;-9.2237
3.0;Ornithine;DS;DS_PGM_6;4.3736
3.0;Ornithine;NR;NR_PGM_4;-0.7104
3.0;Ornithine;NS;NS_PGM_3;2.8356
3.0;Phenylalanine;DR;DR_PGM_1;0.0434
3.0;Phenylalanine;NS;NS_PGM_4;1.8512
3.0;Phosphoric_acid;DR;DR_PGM_1;4.211;DR_PGM_2;3.9206
3.0;Phosphoric_acid;NS;NS_PGM_3;3.2983
3.0;Proline;DR;DR_PGM_1;3.0133
3.0;Proline;DS;DS_PGM_6;0.9087
3.0;Putrescine;DR;DR_PGM_1;-10.4871
3.0;Putrescine;NS;NS_PGM_3;0.8592
3.0;Pyruvic_acid;DR;DR_PGM_1;-2.3104
3.0;Serine;DR;DR_PGM_1;0.5139;DR_PGM_6;3.5221
3.0;Serine;NR;NR_PGM_4;2.3052
3.0;Serine;NS;NS_PGM_4;3.0164
3.0;Succinic_acid;DR;DR_PGM_1;-10.8514
3.0;Succinic_acid;NR;NR_PGM_3;-2.82
3.0;Sucrose;NR;NR_PGM_2;2.6138
3.0;Sucrose;NS;NS_PGM_3;-2.4832
3.0;Trehalose;NS;NS_PGM_3;-8.4086
3.0;Tryptophan;DR;DR_PGM_1;-6.2818
3.0;Tryptophan;NS;NS_PGM_4;1.459
3.0;Tyrosine;DR;DR_PGM_1;-3.4755
3.0;Tyrosine;DS;DS_PGM_6;-0.2812
3.0;Valine;DR;DR_PGM_1;-0.1328
3.0;Tetradecanoic_acid;DS;DS_PGM_6;-4.6872
3.0;Tetradecanoic_acid;NS;NS_PGM_3;-2.5874
